序号,全称,级别,类型,级别标签,类型标签,组合标签,细分标签,上级,省,地理大区,备注
1783,武汉市黄陂区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1784,武汉市新洲区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,武汉市,湖北省,华中,
1785,黄石市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,黄石市,湖北省,华中,
1786,黄石市黄石港区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,黄石市,湖北省,华中,
1787,黄石市西塞山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,黄石市,湖北省,华中,
1788,黄石市下陆区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,黄石市,湖北省,华中,
1789,黄石市铁山区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,黄石市,湖北省,华中,
1790,黄石市阳新县政协,县级,县,县级,县,"县级政协,县政协",,黄石市,湖北省,华中,
1791,黄石市大冶市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黄石市,湖北省,华中,
1792,十堰市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,十堰市,湖北省,华中,
1793,十堰市茅箭区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,十堰市,湖北省,华中,
1794,十堰市张湾区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,十堰市,湖北省,华中,
1795,十堰市郧阳区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,十堰市,湖北省,华中,
1796,十堰市郧西县政协,县级,县,县级,县,"县级政协,县政协",,十堰市,湖北省,华中,
1797,十堰市竹山县政协,县级,县,县级,县,"县级政协,县政协",,十堰市,湖北省,华中,
1798,十堰市竹溪县政协,县级,县,县级,县,"县级政协,县政协",,十堰市,湖北省,华中,
1799,十堰市房县政协,县级,县,县级,县,"县级政协,县政协",,十堰市,湖北省,华中,
1800,十堰市丹江口市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,十堰市,湖北省,华中,
1801,宜昌市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,宜昌市,湖北省,华中,
1802,宜昌市西陵区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜昌市,湖北省,华中,
1803,宜昌市伍家岗区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜昌市,湖北省,华中,
1804,宜昌市点军区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜昌市,湖北省,华中,
1805,宜昌市猇亭区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜昌市,湖北省,华中,
1806,宜昌市夷陵区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,宜昌市,湖北省,华中,
1807,宜昌市远安县政协,县级,县,县级,县,"县级政协,县政协",,宜昌市,湖北省,华中,
1808,宜昌市兴山县政协,县级,县,县级,县,"县级政协,县政协",,宜昌市,湖北省,华中,
1809,宜昌市秭归县政协,县级,县,县级,县,"县级政协,县政协",,宜昌市,湖北省,华中,
1810,宜昌市长阳土家族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,宜昌市,湖北省,华中,
1811,宜昌市五峰土家族自治县政协,县级,自治县,县级,自治县,"县级政协,自治县政协",,宜昌市,湖北省,华中,
1812,宜昌市宜都市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,宜昌市,湖北省,华中,
1813,宜昌市当阳市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,宜昌市,湖北省,华中,
1814,宜昌市枝江市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,宜昌市,湖北省,华中,
1815,襄阳市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,襄阳市,湖北省,华中,
1816,襄阳市襄城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,襄阳市,湖北省,华中,
1817,襄阳市樊城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,襄阳市,湖北省,华中,
1818,襄阳市襄州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,襄阳市,湖北省,华中,
1819,襄阳市南漳县政协,县级,县,县级,县,"县级政协,县政协",,襄阳市,湖北省,华中,
1820,襄阳市谷城县政协,县级,县,县级,县,"县级政协,县政协",,襄阳市,湖北省,华中,
1821,襄阳市保康县政协,县级,县,县级,县,"县级政协,县政协",,襄阳市,湖北省,华中,
1822,襄阳市老河口市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,襄阳市,湖北省,华中,
1823,襄阳市枣阳市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,襄阳市,湖北省,华中,
1824,襄阳市宜城市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,襄阳市,湖北省,华中,
1825,鄂州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,鄂州市,湖北省,华中,
1826,鄂州市梁子湖区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鄂州市,湖北省,华中,
1827,鄂州市华容区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鄂州市,湖北省,华中,
1828,鄂州市鄂城区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,鄂州市,湖北省,华中,
1829,荆门市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,荆门市,湖北省,华中,
1830,荆门市东宝区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,荆门市,湖北省,华中,
1831,荆门市掇刀区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,荆门市,湖北省,华中,
1832,荆门市沙洋县政协,县级,县,县级,县,"县级政协,县政协",,荆门市,湖北省,华中,
1833,荆门市钟祥市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,荆门市,湖北省,华中,
1834,荆门市京山市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,荆门市,湖北省,华中,
1835,孝感市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,孝感市,湖北省,华中,
1836,孝感市孝南区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,孝感市,湖北省,华中,
1837,孝感市孝昌县政协,县级,县,县级,县,"县级政协,县政协",,孝感市,湖北省,华中,
1838,孝感市大悟县政协,县级,县,县级,县,"县级政协,县政协",,孝感市,湖北省,华中,
1839,孝感市云梦县政协,县级,县,县级,县,"县级政协,县政协",,孝感市,湖北省,华中,
1840,孝感市应城市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,孝感市,湖北省,华中,
1841,孝感市安陆市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,孝感市,湖北省,华中,
1842,孝感市汉川市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,孝感市,湖北省,华中,
1843,荆州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,荆州市,湖北省,华中,
1844,荆州市沙市区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,荆州市,湖北省,华中,
1845,荆州市荆州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,荆州市,湖北省,华中,
1846,荆州市公安县政协,县级,县,县级,县,"县级政协,县政协",,荆州市,湖北省,华中,
1847,荆州市江陵县政协,县级,县,县级,县,"县级政协,县政协",,荆州市,湖北省,华中,
1848,荆州市荆州经济技术开发区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,荆州市,湖北省,华中,疑似功能区（含「开发区」），通常无独立政协委员会，请核实
1849,荆州市石首市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,荆州市,湖北省,华中,
1850,荆州市洪湖市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,荆州市,湖北省,华中,
1851,荆州市松滋市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,荆州市,湖北省,华中,
1852,荆州市监利市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,荆州市,湖北省,华中,
1853,黄冈市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,黄冈市,湖北省,华中,
1854,黄冈市黄州区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,黄冈市,湖北省,华中,
1855,黄冈市团风县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1856,黄冈市红安县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1857,黄冈市罗田县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1858,黄冈市英山县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1859,黄冈市浠水县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1860,黄冈市蕲春县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1861,黄冈市黄梅县政协,县级,县,县级,县,"县级政协,县政协",,黄冈市,湖北省,华中,
1862,黄冈市龙感湖管理区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,黄冈市,湖北省,华中,疑似功能区（含「管理区」），通常无独立政协委员会，请核实
1863,黄冈市麻城市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黄冈市,湖北省,华中,
1864,黄冈市武穴市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,黄冈市,湖北省,华中,
1865,咸宁市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,咸宁市,湖北省,华中,
1866,咸宁市咸安区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,咸宁市,湖北省,华中,
1867,咸宁市嘉鱼县政协,县级,县,县级,县,"县级政协,县政协",,咸宁市,湖北省,华中,
1868,咸宁市通城县政协,县级,县,县级,县,"县级政协,县政协",,咸宁市,湖北省,华中,
1869,咸宁市崇阳县政协,县级,县,县级,县,"县级政协,县政协",,咸宁市,湖北省,华中,
1870,咸宁市通山县政协,县级,县,县级,县,"县级政协,县政协",,咸宁市,湖北省,华中,
1871,咸宁市赤壁市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,咸宁市,湖北省,华中,
1872,随州市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,随州市,湖北省,华中,
1873,随州市曾都区政协,县级,市辖区,县级,市辖区,"县级政协,市辖区政协,区政协",,随州市,湖北省,华中,
1874,随州市随县政协,县级,县,县级,县,"县级政协,县政协",,随州市,湖北省,华中,
1875,随州市广水市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,随州市,湖北省,华中,
1876,恩施土家族苗族自治州政协,地级,自治州,地级,自治州,"地级政协,自治州政协",,恩施土家族苗族自治州,湖北省,华中,
1877,恩施土家族苗族自治州恩施市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,恩施土家族苗族自治州,湖北省,华中,
1878,恩施土家族苗族自治州利川市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,恩施土家族苗族自治州,湖北省,华中,
1879,恩施土家族苗族自治州建始县政协,县级,县,县级,县,"县级政协,县政协",,恩施土家族苗族自治州,湖北省,华中,
1880,恩施土家族苗族自治州巴东县政协,县级,县,县级,县,"县级政协,县政协",,恩施土家族苗族自治州,湖北省,华中,
1881,恩施土家族苗族自治州宣恩县政协,县级,县,县级,县,"县级政协,县政协",,恩施土家族苗族自治州,湖北省,华中,
1882,恩施土家族苗族自治州咸丰县政协,县级,县,县级,县,"县级政协,县政协",,恩施土家族苗族自治州,湖北省,华中,
1883,恩施土家族苗族自治州来凤县政协,县级,县,县级,县,"县级政协,县政协",,恩施土家族苗族自治州,湖北省,华中,
1884,恩施土家族苗族自治州鹤峰县政协,县级,县,县级,县,"县级政协,县政协",,恩施土家族苗族自治州,湖北省,华中,
1885,湖北省仙桃市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,湖北省,湖北省,华中,
1886,湖北省潜江市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,湖北省,湖北省,华中,
1887,湖北省天门市政协,县级,县级市,县级,县级市,"县级政协,县级市政协",,湖北省,湖北省,华中,
1888,湖北省神农架林区政协,县级,林区,县级,林区,"县级政协,林区政协",,湖北省,湖北省,华中,
1889,湖南省政协,省级,省,省级,省,"省级政协,省政协",,,湖南省,华中,
1890,长沙市政协,地级,地级市,地级,地级市,"地级政协,地级市政协",,长沙市,湖南省,华中,
